merval,spread,valor transado,LIX
699.19543,1.549197159,1224013.506,6.545404074
696.64469,1.86236879,821792.3675,6.581920023
696.88073,1.756323274,780017.0453,6.361643612
696.65036,1.539238597,1263094.735,6.576557894
681.07773,1.043861822,1167774.124,6.439272546
690.63329,1.259842209,1294132.361,6.560058267
717.40479,1.507005742,1546696.898,6.257761466
725.12343,1.268284744,1801336.208,6.428681404
731.41801,1.596358202,1456168.463,6.405229121
745.78615,1.764513033,1237464.72,6.638843553
752.67184,1.656075074,1515647.577,6.592952888
762.39242,2.096694425,667598.8673,6.315519046
762.81174,1.480449868,2503096.734,6.680694317
774.12224,1.425858611,1472342.589,6.495790515
794.49742,1.824547787,1412563.964,6.434608325
786.13421,1.703610234,1520441.172,6.496723498
784.71334,1.833154045,1323459.256,6.397662085
787.2485,1.080694192,1538775.011,6.454913388
786.49211,1.771034293,1122134.482,6.41585687
800.25111,1.597932898,926801.5813,6.286754768
802.02999,2.547697432,976092.8023,6.342690339
845.41328,1.407941371,1509714.875,6.404310146
832.66644,1.712298028,1861160.719,6.550331359
821.04292,1.741035485,2184207.653,6.626033933
819.28772,1.668728647,907274.2095,6.362284782
817.80916,1.604457593,1063909.043,6.508130015
718.70952,0.805521884,3663388.556,6.72753239
746.49951,1.162386927,3996824.242,6.55816313
773.84511,1.41711721,3492921.688,6.6653389
731.93004,1.310913282,2108943.788,6.576134439
731.93004,1.311637446,2117081.941,6.576451473
813.72836,1.157510874,3310962.307,6.6189861
805.90463,1.093533836,1318999.148,6.267195406
817.09522,1.280736148,1574152.048,6.484986596
797.02366,0.986240287,1453685.273,6.509084069
803.66457,1.422490127,1013148.478,6.233676805
803.66947,1.478494353,905820.8679,6.352967385
827.49324,0.504847734,1024077.559,6.374691386
839.30335,1.801732672,750323.744,6.377303958
834.6152,2.163713248,738473.9833,6.322174116
831.39577,1.142065709,220391.5705,5.707142895
835.70683,1.82249349,958650.4998,6.514743055
858.59938,2.489736879,1484577.282,6.86446201
858.59938,2.489736879,1484577.282,6.86446201
906.65746,2.186668986,2501000.642,6.884167742
918.52679,2.20097246,1874413.542,6.632794623
919.11876,2.364721357,2159214.071,6.574767132
893.47526,1.870886368,1241438.223,6.523280968
883.23295,1.966108444,1217406.248,6.559804628
859.16165,1.138725095,1378339.442,6.545266862
896.13065,2.321987421,2080214.552,6.773250785
864.94917,1.892216168,1962167.702,6.698632896
850.50225,1.690484739,2847787.132,6.77148184
828.88805,1.697741084,1269560.28,6.317353554
840.81807,1.734949957,931372.0864,6.42664881
802.95619,1.95425161,1702545.368,6.562964634
788.01134,1.503986358,1476924.289,6.32204594
849.98656,1.61027013,1706819.626,6.536130618
922.62711,1.712759766,2078121.803,6.554070211
837.89237,1.803526921,1955999.315,6.431688587
848.89617,1.216375925,1690886.746,6.349635038
843.27968,1.43560957,1029617.395,6.297210087
807.76187,1.933643207,2332012.905,6.753090115
815.39317,1.44162355,1381246.449,6.495419768
832.62873,1.535658193,1015905.64,6.234105357
829.06576,0.8760773,1176268.152,6.358681115
821.21538,1.771957442,1206348.903,6.328838995
842.41706,2.112145032,2372084.672,6.610868763
850.12815,1.499036998,2355436.918,6.481403489
828.30417,1.7951186,2366532.224,6.634047832
855.8353,2.749770534,3623178.973,6.757729854
855.8353,2.750114132,3610106.857,6.756632134
871.18933,2.131170958,2006774.023,6.603632192
867.1695,2.505085762,2994350.438,6.544278257
866.2115,2.301751434,2115228.008,6.786260307
889.51591,2.620852829,2088172.943,6.666385319
902.6034,2.36387044,2852657.814,6.650245399
912.83939,3.007862694,3048243.33,6.782462571
936.57063,2.222160176,3144103.122,6.529672729
943.87995,2.251573135,1751930.866,6.459460672
943.03519,2.253163713,3371461.234,6.722517735
954.28629,2.22767869,1469756.52,6.332821523
970.58544,1.981166509,4688807.889,6.7469523
1010.96045,2.511962291,5411974.325,6.772600401
978.17761,1.964443462,4067654.079,6.661630947
1009.73876,2.670701667,3164886.688,6.47509746
1041.15899,2.401156772,3894785.103,6.732744397
1047.12284,2.233879563,3952622.715,6.717748957
1060.46276,3.0528008,5112712.089,6.954734387
1080.5238,2.283977287,3439160.627,6.771340969
1098.49101,2.462314967,5505257.642,6.870375757
1086.59962,2.286511804,3788250.61,6.828577282
1137.25003,2.811700459,4339837.35,6.704173384
1141.38472,2.235925888,4230527.611,6.915086136
1143.40632,2.966793707,2968790.015,6.725557572
1146.01206,2.978657788,3085756.786,6.899672583
1200.98664,2.549075606,3572860.255,6.506547749
1205.54481,2.14892185,3898814.807,6.652871931
1229.03563,2.155543963,3602818.427,6.710717813
1223.53325,1.995258731,2991488.575,6.652082711
1261.54175,2.859849937,2818604.262,6.582167072
1271.55813,2.381162305,5381735.068,6.975559635
1267.20308,2.24537478,4886592.715,6.857674095
1163.39327,1.624477669,4833104.511,6.445293457
1069.55775,1.376255544,5414367.496,6.475866186
1139.99882,1.185154958,5098573.552,6.431106216
1080.45688,1.793809287,3784478.565,6.449029277
1070.11832,1.86517775,5127662.023,6.736865296
1062.95029,1.462410894,3778728.9,6.58031433
996.21185,1.65884305,3996394.518,6.571957039
989.47051,1.601248234,3527387.126,6.6163434
989.47051,1.598957336,3458573.044,6.616258073
967.05809,1.444657331,3274025.411,6.55489765
947.76146,1.187857756,3568472.057,6.653649341
989.22391,1.429361334,3101616.7,6.533170057
1062.02544,1.774737443,4460167.289,6.75844805
1132.38139,1.742863954,4251426.674,6.696174051
1109.40483,1.787555671,5735230.344,6.721997226
1081.77428,1.445961926,4039825.999,6.556656412
1054.53068,1.473345342,7469395.251,6.74024367
1081.01896,1.381623473,4168119.85,6.814692179
1064.78928,1.70886814,10539975.07,6.951786501
1082.11727,1.947761159,5979798.646,7.077854846
1061.76704,1.76577481,3583481.062,6.621495062
1098.15914,1.633825193,2734961.391,6.685293264
1152.66996,1.856887511,3285978.811,6.67625555
1197.99107,2.002948821,4425087.683,6.837179319
1160.78485,1.943007281,3844325.859,6.750202882
1143.07488,1.579246911,4348644.473,6.931636971
1143.07488,1.572463747,4367113.899,6.92697708
1117.97419,1.571009345,3707219.201,6.716848902
1096.16628,1.484145811,2731850.165,6.581451496
1082.61668,1.460640329,3097939.153,6.913142827
1062.71782,1.326667621,2707873.072,6.528218548
1049.53884,1.539090548,2398686.554,6.496502277
1028.30588,1.729607853,3567609.833,6.771774038
1026.88738,1.580831176,2157279.182,6.468671571
1042.58326,1.41877315,3308268.169,6.702945249
1020.07447,1.573419833,2189627.09,6.58435535
1026.54787,1.330254403,2918297.571,6.724228436
1050.72167,1.882769104,4188213.773,6.733064042
1050.72167,1.879351146,4162768.851,6.730652337
1050.81746,1.573365166,3617799.822,6.71765709
1071.8743,1.800511605,2626247.795,6.810507665
1078.22589,1.639263194,2110958.737,6.47211309
1048.67788,1.457137581,2651418.312,6.560219399
1003.00558,1.302353246,2339568.016,6.486104065
1002.06481,1.671820226,1916216.652,6.645693137
1031.94977,1.696339507,2458336.719,6.799258759
1022.76858,1.527329139,1840766.067,6.516641169
1029.58369,1.550266172,2045087.521,6.677849972
1029.58369,1.539949497,2047927.061,6.669982533
952.8202,1.398416445,4036238.513,6.778229612
886.65949,1.472584223,2977906.256,6.490785617
931.2655,1.417184134,4279290.626,6.841631965
889.86787,1.353194693,1779902.43,6.509977276
815.31301,1.108096798,2938280.741,6.407923406
818.69306,1.117600167,5772168.725,6.722683066
851.96676,1.529240291,4710746.892,7.003264926
842.85531,1.301359224,3113651.427,6.565308238
856.75918,1.283499827,2665813.966,6.897233608
872.43565,1.402684165,2287094.803,6.679305903
897.00246,1.378589154,3193553.69,6.87981933
897.00246,1.378589154,3193553.69,6.87981933
897.00246,1.378589154,3193553.69,6.87981933
897.00246,1.367712027,3177091.221,6.872866545
908.76795,1.169883134,2436941.835,6.636049878
915.82456,1.144241077,3357307.721,6.707662654
915.82456,1.144241077,3357307.721,6.707662654
915.82456,1.144241077,3357307.721,6.707662654
941.39386,1.023363597,2544486.384,6.645144923
892.89235,1.221337129,2687432.758,6.541961874
887.8874,1.344554455,2131070.433,6.555125739
900.16089,1.299981007,2056190.394,6.649546119
907.5914,1.598330018,3390468.275,6.743051438
912.8086,1.52168312,1741236.578,6.519959651
896.75959,1.315030615,2294326.171,6.668590297
896.50348,1.374929932,1826154.06,6.693430648
921.82609,1.567669436,1766117.639,6.61993687
920.03025,1.720956062,1540712.683,6.748834847
937.02287,1.640132556,1994849.53,6.827057461
936.61332,1.294971694,804864.6808,6.351202087
934.38894,1.493747347,1448091.771,6.532379272
937.52495,1.690404384,1174780.457,6.582112412
944.08945,1.805784922,1765164.782,6.826129339
946.37884,1.790750543,1189932.655,6.539966121
954.82151,1.469612183,1128715.944,6.643562185
974.62918,1.616546226,2275155.486,6.663661963
964.15612,1.452469487,2890681.041,6.698886155
940.68886,1.446190059,3030494.986,6.645135318
942.16331,1.58575237,3617766.476,6.792595682
947.68718,1.380396837,1769939.428,6.60147963
973.80592,1.643472265,3056554.777,6.782842383
974.03058,1.698306265,3021766.253,6.720184082
993.73953,1.940353171,1860495.523,6.757550805
995.36887,1.546913291,3185576.441,6.781912123
1000.51938,1.732792045,1434554.116,6.577580965
1001.84174,2.011205606,2388373.335,6.675147507
1016.65572,1.929678541,2161291.487,6.80595104
1034.62485,2.084980302,1994632.714,6.924766851
1062.08604,2.16846427,2486343.664,7.039359797
1062.08604,2.16846427,2486343.664,7.039359797
1062.08604,2.16846427,2486343.664,7.039359797
1058.59144,1.849875587,1588992.33,6.634306794
1057.63698,2.07330439,1769380.655,6.845174342
1069.76314,2.300981803,1665748.492,6.824216862
1095.41875,2.255403755,2187757.479,6.880693839
1107.23433,2.040951419,1222671.301,6.755739088
1101.48493,2.169780012,3900282.915,6.995326184
1074.50848,1.832662524,1665032.693,6.695046587
1100.89047,1.839881926,1526956.657,6.73332233
1102.53779,1.864940742,1324974.377,6.635657932
1112.06115,1.681567607,1215174.115,6.742086688
1118.00933,2.089181215,2914520.16,6.991289507
1157.78113,2.364116348,3022604.583,7.158054865
1162.34616,2.485281275,2657172.562,7.018356759
1186.5578,2.325242545,2748130.764,6.868391178
1169.34005,1.904766079,2322354.964,6.843817369
1209.64766,2.491768131,2069470.862,7.013813625
1210.70672,2.046570458,2669797.015,6.777084141
1238.76547,2.066599981,2484304.965,7.034666233
1307.74311,2.42531105,3366705.688,6.973262968
1338.60967,2.164958861,4289131.295,7.132597847
1364.7722,1.954980805,3398245.293,6.7923532
1358.5352,1.726908384,3523937.317,6.903272999
1381.24574,2.101839361,2872293.898,6.937809012
1381.24574,2.107006213,2869801.725,6.940200922
1381.24574,2.110004406,2868361.176,6.941583516
1334.43955,2.223008081,1941367.963,6.844827812
1244.64038,1.73541731,2135854.193,6.694752283
1266.65721,1.561913758,1589160.274,6.640361054
1298.08393,1.819756565,1802199.397,6.750530722
1274.55957,1.537608632,6262806.959,6.99821624
1292.76036,1.87930214,3966419.31,7.000763815
1292.76036,1.892449991,4054001.651,7.015048882
1292.76036,1.892449991,4054001.651,7.015048882
1314.79063,2.225097702,4488671.887,7.022477681
1300.70517,2.043571677,2687872.045,6.966098704
1288.16343,1.874565564,2760251.988,6.782787099
1286.73978,2.243051383,3336165.177,7.000265005
1305.85749,2.614611385,3662355.345,7.161423574
1286.54658,2.223495136,3669379.356,7.034263389
1292.56358,2.600267316,3207989.806,6.930726124
1280.34743,2.506777507,5674085.533,7.030793955
1273.46421,2.216954004,6061908.785,7.120914114
1256.60688,2.3523119,4566932.014,7.146451877
1220.28389,1.873918829,2778181.609,6.797807438
1189.21721,2.119596481,4351132.629,6.949276825
1223.41612,2.246118892,4333439.969,6.998454893
1259.73074,2.014719783,4939108.63,6.880387876
1263.02,2.114568377,5692490.824,7.23644355
1252.48524,2.010537915,4062563.894,6.804434592
1261.43453,1.891375845,5488149.014,6.913194952
1259.34804,1.718343763,3528825.055,6.934709083
1237.32009,1.695725828,1838343.661,6.753930474
1237.32009,1.695725828,1838343.661,6.753930474
1261.21373,1.819976508,2050275.921,6.891558362
1250.83782,2.161176137,4102675.85,7.015488614
1234.25126,1.997095038,4418888.516,6.855424803
1223.15502,1.770830797,2055012.067,6.738423726
1234.28277,1.95396499,1736257.672,6.816054474
1225.23703,1.811063862,996987.7436,6.63775976
1237.15043,1.881830989,1693328.215,6.83114356
1224.71029,2.452789156,2471713.818,6.907984706
1233.88794,2.043358715,2247727.557,6.909853622
1234.55159,1.992389949,2506095.061,6.906654983
1222.20187,1.86472116,3304409.51,6.723586113
1199.96317,1.96534997,3316238.258,6.85770043
1198.43827,1.759989336,2307130.458,6.829699982
1172.38941,1.778434075,1888105.733,6.82791473
1152.86792,1.639766447,1940420.268,6.789889545
1152.86792,1.629261102,1941575.794,6.789118617
1104.76493,1.964563743,2857010.401,6.739290878
1106.40313,1.707411604,1629298.058,6.827478112
1112.65255,1.623471728,1151709.392,6.687338033
1108.40285,1.825000898,1340705.596,6.725513476
1101.99982,1.622091539,1340441.565,6.694567766
1171.21276,2.016060299,2290605.22,6.772044029
1137.06772,1.635376262,1601073.287,6.64962128
1164.01607,1.815460969,1375936.631,6.812756215
1155.32385,1.550713344,1112881.149,6.592162036
1146.12988,1.52969928,877944.2647,6.590379889
1154.69597,1.914645819,1070564.885,6.788042829
1145.16293,1.766740595,1212052.619,6.674105996
1146.53622,1.782834689,906618.6451,6.49113249
1140.4969,1.743727479,1340041.78,6.847999407
1113.50586,1.979711038,1885798.753,6.922475409
1101.14368,1.84643695,2216692.67,6.637869387
1059.08116,1.949699833,4636095.521,7.153934588
1053.49282,1.753414934,4830697.127,7.111261541
1063.63787,1.89992826,3872655.512,6.987618963
1119.06817,2.198398943,1704579.994,6.913790379
1112.46704,1.30364821,1406137.526,6.6538503
1103.7833,1.485788991,1454605.17,6.823671377
1110.26814,1.614638885,2235286.686,6.803108206
1117.23059,1.490557913,2669853.151,6.877372087
1084.57273,1.377298138,3199602.193,6.878301842
1121.98392,1.588895803,2651656.394,6.87565154
1133.49611,1.650303729,1972478.606,6.653584605
1149.85928,1.490111523,1136017.287,6.600096935
1157.51206,1.655447303,1127921.493,6.345565349
1175.30614,1.45656795,1869403.341,6.759473632
1178.00895,1.560787994,2578645.481,6.624668359
1145.84014,1.453501374,1704281.44,6.673243397
1145.84014,1.453501374,1704281.44,6.673243397
1156.26563,1.50584331,1343280.521,6.702829195
1179.60903,1.712494746,1570590.917,6.743549994
1216.43635,1.615644813,2091632.86,6.875125943
1234.57341,1.871856947,1639057.581,6.772231043
1251.82799,1.979443956,1882443.823,6.86737759
1261.62381,1.443180134,2087594.373,6.737052245
1221.40453,1.467247574,2159505.338,6.773160849
1228.96514,1.637388149,1250116.182,6.579086542
1189.92499,1.36350961,2672004.477,6.792324587
1187.54351,1.400350186,1897174.222,6.789252476
1111.44774,1.037202665,2433136.708,6.625046798
1089.5963,1.029190307,2039509.669,6.590537341
1106.57176,1.166503173,2849982.399,6.75714117
1134.76642,1.28375498,2217382.455,6.76889322
1138.92476,0.940188448,1691624.896,6.534190048
1124.82365,1.081244754,907295.9137,6.392558942
1115.02202,1.101198405,1371703.269,6.665597815
1096.77868,0.963571012,1548699.239,6.675795515
1118.2482,1.245681906,1731459.875,6.619757093
1153.72611,1.165531584,1981148.165,6.621754631
1157.03275,1.38973013,1964648.739,6.757356887
1222.89461,1.328727512,2250547.723,6.62723085
1194.16585,1.288960387,1602790.293,6.688693225
1191.41932,1.214775268,950464.7044,6.516301135
1208.22514,1.319927244,1338794.775,6.481464917
1181.88665,1.203567833,1181425.95,6.395320629
1181.88665,1.200409013,1175201.909,6.390236589
1163.58779,1.226765944,1918679.041,6.720052351
1138.34567,1.273502449,2033254.884,6.772840814
1119.05575,1.282600634,1159698.824,6.649493871
1077.47909,1.272226625,2345364.081,6.953052467
1011.52422,1.05704286,2466822.098,6.704027279
1002.95457,1.00818042,1533909.316,6.44363017
1061.99767,0.985415962,1429699.458,6.571777591
1103.10561,1.091820316,3445297.795,6.740625366
1108.12402,0.943562784,2727794.799,6.666031281
1108.99368,0.941028245,2364917.138,6.540091447
1089.41947,0.929612427,1835324.226,6.579406839
1094.3773,1.024069646,2198567.383,6.610201062
1113.27843,0.932902261,1748109.296,6.643951461
1120.18266,1.109784827,1399460.568,6.611279865
1123.80538,0.909021902,426913.3178,6.255456854
1146.76557,1.176826842,1295590.667,6.739535743
1151.97837,1.068261621,2005652.078,6.69449484
1150.45847,1.09569448,3896990.131,6.917287305
1142.21421,0.873270216,2854852.926,6.564188822
1113.6832,0.864134943,1079137.445,6.276601563
1108.19761,0.927269228,1354887.06,6.506444095
1095.62591,1.008026321,1591673.668,6.622211625
1108.70998,0.99917166,1846236.634,6.627539939
1091.78615,0.951588187,2020147.653,6.564038999
1057.08242,0.979376646,1851607.77,6.639902535
998.36989,0.797131797,5554495.337,6.69706727
989.25741,0.794024697,3205904.778,6.574237237
967.96069,0.692912872,9336059.691,6.91329608
1024.6923,0.715009932,5629674.289,6.956150849
991.66093,0.802808109,1890538.609,6.564478543
1015.82307,0.753573213,1590861.475,6.698545005
1020.32709,0.840713753,1643168.094,6.645471726
984.76648,0.770019824,4680895.233,6.972488434
1013.91717,0.805745919,4186097.377,6.654462738
1035.71091,1.010488187,4951186.491,7.048628627
1033.57655,1.036119089,3539887.512,6.918928906
1067.9287,0.945676791,4150150.57,6.763674159
1100.10781,0.974424466,2541578.054,6.593977482
1090.41725,1.031095921,2034482.477,6.851221406
1090.41725,1.031095921,2034482.477,6.851221406
1067.60093,0.931261072,2269154.452,6.720932882
1071.44003,0.916701076,2959539.2,6.858967836
1088.71124,1.013036944,2816358.14,6.788120404
1104.55528,1.142973274,1901962.051,6.819259778
1100.80497,1.013726175,1250123.29,6.768622296
1101.54609,1.243479873,2340382.377,6.877779037
1086.29187,1.257902334,1808280.907,6.842056344
1112.60565,1.367957555,1751912.324,6.890810685
1148.32945,1.465422177,2294104.241,6.876583771
1255.55812,1.466543259,4426141.742,6.941817156
1259.72215,1.404585241,2289815.811,6.818719671
1361.51944,1.387319869,4285822.981,6.929917692
1346.47492,1.378798657,2640235.929,6.774458534
1374.8988,1.370478496,1969734.174,6.728459499
1368.8221,1.459068446,1596957.29,6.72933525
1355.12347,1.4495047,3489350.502,6.776097318
1374.19577,1.33923814,2334365.456,6.756778419
1385.79526,1.307043834,2596189.726,6.893165418
1385.79526,1.303451776,2577880.778,6.886317741
1391.92816,1.452483333,1574852.738,6.804511361
1414.46137,1.335368503,2046568.586,6.800253177
1441.32875,1.532518219,2576416.907,6.94077832
1462.24596,1.57696532,2905764.341,7.056656183
1471.29008,1.53353917,2220525.634,6.915304592
1515.26328,1.559722404,2362124.946,6.743603271
1511.48583,1.822949534,2658070.968,7.036164851
1495.14683,1.515295647,3229651.311,6.95737389
1489.47085,1.503989429,2271272.412,6.855433896
1535.71443,1.851762892,3784749.146,6.987247068
1427.46872,0.98847746,3160989.281,6.609532919
1391.95489,1.300635291,2940931.152,6.774096039
1351.85239,1.34530733,2519979.396,6.762604545
1398.78555,1.267697365,831794.483,6.44921132
1398.78555,1.258227855,832170.8924,6.44282964
1390.97103,1.20118903,2109310.469,6.722827767
1372.33983,1.152481261,1633184.022,6.747911049
1352.82131,1.198338865,865548.2691,6.619061893
1336.38403,1.317050699,2882649.972,6.907101685
1386.05,1.041418431,1237287.002,6.600328637
1386.05,1.032859734,1227090.544,6.592563502
1386.05,1.029269321,1222762.593,6.589267542
1419.42724,1.238003596,2020232.507,6.671917735
1398.62366,1.262452629,1203070.299,6.689789719
1360.68844,1.172289733,1196085.847,6.650063066
1310.32978,1.0123008,1317588.532,6.652431886
1306.38261,1.309915074,1502744.593,6.707436976
1281.8025,0.916027854,1245791.569,6.582538391
947.0924,0.92289719,906810.7664,6.501049605
909.37406,1.041400655,1414512.328,6.728083484
921.40914,0.915965089,1025780.839,6.458926269
928.30212,0.925854548,1169824.642,6.710481547
975.77527,1.062680216,1023560.443,6.72576895
975.77527,1.062680216,1023560.443,6.72576895
975.77527,1.062680216,1023560.443,6.72576895
955.29925,0.875410871,690984.3805,6.554954156
958.49211,0.874053845,456849.6414,6.317360127
964.72668,0.936383797,672711.8179,6.616030571
964.72668,0.936383797,672711.8179,6.616030571
964.72668,0.936383797,672711.8179,6.616030571
929.55951,0.920183847,937612.7824,6.601404641
903.18537,0.904040732,503999.0763,6.463160484
885.4626,0.863828765,749549.3418,6.624106745
884.79456,1.104791215,916227.8351,6.643506458
882.53557,0.939601299,823245.2941,6.497455031
870.80706,0.871276533,939245.7879,6.43215955
864.58997,0.945082466,2553018.673,6.637258964
841.31141,0.783876305,1258780.687,6.526523181
880.22746,0.778468074,888824.9093,6.489323195
818.66443,0.917388373,1140114.716,6.6492847
799.74154,0.892458474,532459.9771,6.28773065
801.74645,0.765958381,1073676.41,6.622601605
766.69995,0.737944494,1506898.613,6.521921973
801.35805,0.84441373,1070662.139,6.557656486
848.14527,0.878415259,1450995.85,6.660179587
849.62748,0.768392349,584677.3981,6.481192243
858.1828,0.950508648,1391186.642,6.74011712
875.40818,0.938943347,1025471.205,6.700113427
884.6865,0.989902693,1862046.95,6.832500542
915.83684,1.01544699,887994.616,6.586527407
911.41122,1.009207849,791548.807,6.634215225
895.24477,1.208390238,1057401.921,6.722221456
886.86604,1.092060578,946173.7171,6.588171693
905.95707,1.219857514,1735281.58,6.761110486
894.25936,1.25169229,891470.6442,6.783761914
894.25936,1.25169229,891470.6442,6.783761914
894.25936,1.25169229,891470.6442,6.783761914
906.56639,0.880402945,793807.4773,6.541846045
852.6078,1.085228284,1502585.233,6.857665031
857.64658,1.161328612,936412.3608,6.809327234
868.18594,1.106881563,432674.7625,6.537266128
877.71407,1.299857827,1008621.775,6.673864326
902.28361,1.50504694,1739866.029,6.877149469
897.17521,1.326676012,1397502.495,6.734582521
889.16675,1.269470487,911125.0403,6.796144607
916.38691,1.0866367,1979260.324,6.819810542
916.62529,1.122147649,1032055.844,6.746898991
927.24133,1.014912713,1602388.801,6.7668662
950.242,1.135158215,1483257.42,6.827254789
943.76083,1.040858576,1941716.095,6.864962086
922.97344,1.406733223,1437296.868,6.898028518
923.25141,1.285739525,1667422.475,6.850829839
924.74417,1.029481379,1404969.347,6.667647989
936.27327,1.14454354,4284107.154,6.9399357
912.87258,1.040894179,7274190.591,7.035103058
891.03166,1.174778087,2477681.291,6.929839892
898.6794,1.019529159,2645873.74,6.783546877
894.97554,1.048947226,2029606.147,6.879739051
884.50834,1.156183493,1881776.34,6.867519613
894.2116,1.010173402,2023592.715,6.754326384
873.41493,1.03505807,1051746.623,6.730404661
871.13965,0.908162733,2324528.488,6.852938681
890.02497,0.870286147,1180638.685,6.674666233
881.60536,1.049257798,4547864.742,7.026994892
892.52842,0.945600289,1066956.022,6.681583992
909.23178,0.761864139,1444891.067,6.775466516
911.87682,0.769476167,1492644.287,6.602399736
885.67368,0.618131838,1077758.532,6.671921688
885.67368,0.618145045,1077952.368,6.672049411
885.67368,0.618145045,1077952.368,6.672049411
897.50182,0.7454551,1950649.915,6.700033904
874.29015,0.850315583,1725600.908,6.788608332
877.21335,0.977845701,1988283.577,6.826573053
896.30533,0.897042877,1277205.036,6.824189508
900.35877,0.855616042,1124914.215,6.68364063
883.57874,0.830642284,1192030.613,6.464207985
862.72101,0.84921291,924298.1735,6.622867477
843.07587,0.846028535,1649379.356,6.929300649
818.24874,0.829987679,1036908.697,6.763916473
838.29795,0.87969007,1354316.792,6.865780619
826.36242,0.89100402,1367686.99,6.899049777
851.29487,0.899615526,2969084.945,6.863483315
904.85515,0.987698419,3486716.709,7.124864195
905.02929,0.883024536,2377898.134,6.86966592
908.32413,1.080195363,2090344.628,6.780308248
925.70356,0.9253586,1852535.778,6.724873572
962.63776,1.017824807,3019113.615,6.980750175
955.67392,1.147986949,1970583.32,6.922320826
954.39299,1.033458855,2004409.098,6.812361578
939.85375,1.155668847,2688119.749,6.988869416
903.7742,1.0484048,1103664.066,6.681605016
922.22347,1.114236841,1226961.971,6.761439348
929.92952,1.131043701,1522514.792,6.840405906
925.61839,1.170377491,4426042.866,7.040665002
918.66924,1.068352607,1557867.067,6.783734862
910.9929,0.997100896,1081767.282,6.69651306
892.62322,1.111267577,1949360.36,6.903819931
894.01505,0.979002876,1464822.861,6.769270995
908.00281,1.045380696,2320403.497,6.800504589
912.48814,1.066293018,1091770.946,6.821424466
912.39166,1.031213152,2793506.881,6.667311198
913.90256,1.131772335,1771623.907,6.994422546
921.6464,1.050948479,1372045.396,6.699828862
908.79473,0.99872784,1426644.895,6.780154449
904.76726,1.071734566,2155933.642,6.70263182
902.26299,1.049331953,872572.3242,6.697704672
891.38149,0.959986936,789635.8291,6.631256703
884.89637,0.965786675,1679324.459,6.700519774
875.49486,0.971422435,2220475.513,6.92022894
880.96201,0.969298567,1325498.315,6.70646425
879.03813,1.007772256,1206322.106,6.934536676
869.77843,0.972545607,1117402.503,6.695684392
869.77843,0.971938223,1116478.436,6.695171405
902.29019,0.970846538,920899.8353,6.636235682
912.91963,1.087420166,1097950.975,6.739215031
915.91196,0.95032394,512239.5446,6.368243262
911.07619,1.525223905,1133977.467,6.652276875
908.42896,1.044282893,1329904.21,6.61994944
914.03562,1.207575735,988800.7005,6.722996294
920.58446,1.208161772,702454.82,6.627955257
927.68085,1.185630247,994642.7319,6.797306897
949.42283,1.271982082,1298104.531,6.920502018
962.01612,1.442654094,3639280.129,7.099102968
955.80079,1.358215113,853661.5549,6.808152456
953.16113,1.46799401,1223804.462,6.845919376
949.76087,1.548993144,1112686.57,6.669786929
948.61002,1.359425,1897863.043,6.806179302
950.49316,0.998920977,1003964.825,6.770804482
938.52833,0.862763324,1818023.689,6.789419642
938.52833,0.876476699,1858705.676,6.804748101
938.52833,0.884193148,1881042.42,6.813164303
960.37992,1.052767039,4087696.866,7.123949919
958.21199,1.079970341,2161671.736,6.965505364
970.48753,1.15858467,3209867.941,7.131041446
915.84486,0.992797214,5417422.337,7.177563654
896.83931,0.938077954,2343324.128,7.067507099
924.34347,1.33955642,2561588.858,7.06743691
951.09689,1.497664693,2683964.095,7.097710117
953.9581,1.539295154,1304737.759,6.841959754
967.28056,1.757614306,2877628.586,7.072334898
983.15162,1.423480007,629330.6214,6.583423551
970.05391,1.407153077,3335151.405,7.082228556
975.9836,1.486892438,2162661.997,6.870297755
981.09164,1.469262313,1726484.613,6.832746473
